record_id,redacted_data_json,is_pii
316,"{""aadhar"": ""6789XXXX3210"", ""life_insurance_linked"": true}",TRUE
317,"{""zipkin_spans"": ""sampled"", ""sampling_rate"": 0.1}",FALSE
318,"{""name"": ""AXXX KXXX"", ""email"": ""aaXXX@pXXX.com"", ""ip_address"": ""[REDACTED]""}",TRUE
319,"{""flagger_canary"": ""progressive"", ""success_threshold"": 99}",FALSE
320,"{""upi_id"": ""43XXX@paXXX"", ""fixed_deposit_linked"": true}",TRUE
321,"{""city"": ""Nainital"", ""lake_city"": true}",FALSE
322,"{""phone"": ""73XXXXXX01"", ""volte_enabled"": true}",TRUE
323,"{""first_name"": ""Rajat"", ""investment_portfolio"": ""balanced""}",FALSE
324,"{""name"": ""Shah Rukh Khan"", ""address"": ""[REDACTED]"", ""email"": ""srXXX@kXXXn.in""}",TRUE
325,"{""argo_cd"": ""v2.4.0"", ""applications"": 15}",FALSE
326,"{""passport"": ""AXXXXXX4"", ""fast_track_eligible"": true}",TRUE
327,"{""last_name"": ""Verma"", ""social_media"": ""LinkedIn""}",FALSE
328,"{""order_id"": ""ORD123456"", ""product_category"": ""Electronics"", ""status"": ""delivered""}",FALSE
329,"{""transaction_id"": ""TXN789012"", ""payment_method"": ""credit_card"", ""amount"": 15000}",FALSE
330,"{""product_sku"": ""SKU456789"", ""brand"": ""Samsung"", ""rating"": 4.5}",FALSE
331,"{""campaign_id"": ""CAM123"", ""click_rate"": 0.045, ""conversion"": 0.12}",FALSE
332,"{""session_id"": ""SESS456"", ""page_views"": 8, ""bounce_rate"": 0.25}",FALSE
333,"{""warehouse_code"": ""WH001"", ""inventory_level"": 150, ""reorder_point"": 50}",FALSE
334,"{""coupon_code"": ""SAVE20"", ""discount_percentage"": 20, ""usage_limit"": 1000}",FALSE
335,"{""api_key"": ""API789"", ""requests_per_minute"": 500, ""quota_exceeded"": false}",FALSE
336,"{""batch_id"": ""BATCH123"", ""processed_records"": 50000, ""error_count"": 12}",FALSE
337,"{""log_entry"": ""INFO"", ""timestamp"": ""2024-01-20T10:30:00Z"", ""module"": ""payment_service""}",FALSE
338,"{""metric_name"": ""response_time"", ""value"": 120, ""unit"": ""milliseconds""}",FALSE
339,"{""feature_flag"": ""new_checkout"", ""enabled"": true, ""rollout_percentage"": 50}",FALSE
340,"{""service_name"": ""user_service"", ""version"": ""v2.1.0"", ""health_status"": ""healthy""}",FALSE
341,"{""database_name"": ""primary"", ""connection_pool"": 20, ""active_connections"": 15}",FALSE
342,"{""queue_name"": ""order_processing"", ""message_count"": 245, ""consumers"": 3}",FALSE
343,"{""cache_key"": ""user_profile_123"", ""ttl"": 3600, ""hit_ratio"": 0.85}",FALSE
344,"{""deployment_id"": ""DEP456"", ""environment"": ""production"", ""rollback_available"": true}",FALSE
345,"{""alert_id"": ""ALT789"", ""severity"": ""warning"", ""acknowledged"": false}",FALSE
346,"{""backup_id"": ""BAK123"", ""size"": ""2.5GB"", ""verification"": ""passed""}",FALSE
347,"{""test_suite"": ""integration_tests"", ""passed"": 145, ""failed"": 3}",FALSE
348,"{""build_number"": ""BUILD789"", ""commit_hash"": ""abc123def"", ""deployment_time"": ""2024-01-20T14:25:00Z""}",FALSE
349,"{""region"": ""ap-south-1"", ""availability_zone"": ""ap-south-1a"", ""instance_type"": ""t3.medium""}",FALSE
350,"{""security_scan"": ""vulnerability_assessment"", ""high_risk"": 0, ""medium_risk"": 2}",FALSE
351,"{""load_balancer"": ""ALB"", ""target_groups"": 2, ""healthy_targets"": 6}",FALSE
352,"{""cdn_provider"": ""CloudFront"", ""cache_hit_ratio"": 0.92, ""origin_requests"": 1500}",FALSE
353,"{""ssl_certificate"": ""wildcard"", ""issuer"": ""Let's Encrypt"", ""expiry"": ""2024-12-31""}",FALSE
354,"{""monitoring_dashboard"": ""system_overview"", ""widgets"": 12, ""refresh_interval"": 30}",FALSE
355,"{""compliance_check"": ""gdpr"", ""status"": ""compliant"", ""last_audit"": ""2024-01-01""}",FALSE
356,"{""machine_learning_model"": ""recommendation_engine"", ""accuracy"": 0.89, ""training_data"": ""1M_samples""}",FALSE
357,"{""data_pipeline"": ""etl_daily"", ""source"": ""mongodb"", ""destination"": ""data_warehouse""}",FALSE
358,"{""kubernetes_pod"": ""api-deployment-abc123"", ""cpu_usage"": ""65%"", ""memory_usage"": ""512MB""}",FALSE
359,"{""docker_image"": ""app:v1.2.3"", ""size"": ""150MB"", ""layers"": 8}",FALSE
360,"{""git_branch"": ""feature/new-ui"", ""commits_ahead"": 5, ""merge_conflicts"": false}",FALSE
361,"{""network_interface"": ""eth0"", ""bytes_in"": 1048576, ""bytes_out"": 524288}",FALSE
362,"{""file_system"": ""/dev/sda1"", ""total_space"": ""100GB"", ""free_space"": ""25GB""}",FALSE
363,"{""process_id"": ""12345"", ""cpu_time"": ""2.5s"", ""memory_usage"": ""256MB""}",FALSE
364,"{""thread_pool"": ""worker_threads"", ""active_threads"": 8, ""queue_size"": 15}",FALSE
365,"{""garbage_collection"": ""G1GC"", ""pause_time"": ""10ms"", ""frequency"": ""every_30s""}",FALSE
366,"{""connection_string"": ""postgresql://localhost:5432/app_db"", ""max_connections"": 100, ""current_connections"": 45}",FALSE
367,"{""search_index"": ""products_v2"", ""document_count"": 1000000, ""size"": ""2.1GB""}",FALSE
368,"{""message_broker"": ""RabbitMQ"", ""exchange_type"": ""topic"", ""routing_key"": ""order.created""}",FALSE
369,"{""streaming_platform"": ""Apache Kafka"", ""partition_count"": 12, ""replication_factor"": 3}",FALSE
370,"{""container_orchestrator"": ""Kubernetes"", ""namespace"": ""production"", ""pod_count"": 25}",FALSE
371,"{""microservice_architecture"": ""event_driven"", ""service_count"": 15, ""communication"": ""async""}",FALSE
372,"{""api_gateway"": ""Kong"", ""rate_limiting"": ""1000_rpm"", ""authentication"": ""JWT""}",FALSE
373,"{""service_mesh"": ""Istio"", ""sidecar_proxy"": ""Envoy"", ""mTLS_enabled"": true}",FALSE
374,"{""observability_stack"": ""ELK"", ""log_retention"": ""30_days"", ""alert_rules"": 25}",FALSE
375,"{""aadhar"": ""7890XXXX6781"", ""address_verification"": ""completed"", ""timestamp"": ""2024-01-20T09:15:00Z""}",TRUE
376,"{""name"": ""AXXX KXXX"", ""email"": ""arXXX@fXXXm.in"", ""address"": ""[REDACTED]""}",TRUE
377,"{""phone"": ""98XXXXXX10"", ""carrier_name"": ""Airtel"", ""plan_type"": ""postpaid""}",TRUE
378,"{""upi_id"": ""arXXX@paXXX"", ""linked_bank"": ""HDFC Bank"", ""kyc_status"": ""[REDACTED]""}",TRUE
379,"{""passport"": ""PXXXXXX3"", ""issue_place"": ""Mumbai"", ""validity"": ""10_years""}",TRUE
380,"{""name"": ""SXXX GXXX"", ""phone"": ""87XXXXXX09"", ""email"": ""soXXX@pXXXl.in"", ""device_type"": ""Android""}",TRUE
381,"{""aadhar"": ""8901XXXX7890"", ""biometric_status"": ""locked"", ""unlock_required"": true}",TRUE
382,"{""name"": ""VXXX SXXX"", ""address"": ""[REDACTED]"", ""ip_address"": ""[REDACTED]""}",TRUE
383,"{""phone"": ""76XXXXXX98"", ""international_code"": ""+91"", ""verified"": true}",TRUE
384,"{""upi_id"": ""viXXX@okXXX"", ""transaction_pin"": ""set"", ""daily_limit"": 100000}",TRUE
385,"{""passport"": ""LXXXXXX7"", ""photo_updated"": ""2024-01-15"", ""pages_left"": 32}",TRUE
386,"{""name"": ""MXXX SXXX"", ""email"": ""meXXX@oXXX.com"", ""department"": ""HR""}",TRUE
387,"{""aadhar"": ""9012XXXX8901"", ""mobile_verification"": ""pending"", ""otp_sent"": true}",TRUE
388,"{""name"": ""RXXX SXXX"", ""address"": ""[REDACTED]"", ""phone"": ""89XXXXXX67""}",TRUE
389,"{""phone"": ""67XXXXXX45"", ""sms_service"": ""enabled"", ""promotional_consent"": false}",TRUE
390,"{""upi_id"": ""roXXX@ybXXX"", ""beneficiary_limit"": 20, ""recent_transaction"": ""2024-01-20""}",TRUE
391,"{""passport"": ""AXXXXXX2"", ""emergency_contact_name"": ""Priya Shetty"", ""relationship"": ""spouse""}",TRUE
392,"{""name"": ""KXXX MXXX"", ""email"": ""kaXXX@aXXXs.in"", ""ip_address"": ""[REDACTED]""}",TRUE
393,"{""aadhar"": ""0123XXXX9012"", ""demographic_auth"": ""success"", ""attempt_count"": 1}",TRUE
394,"{""name"": ""AXXX DXXX"", ""address"": ""[REDACTED]"", ""email"": ""ajXXX@aXXX.com""}",TRUE
395,"{""phone"": ""92XXXXXX01"", ""call_log_consent"": true, ""privacy_setting"": ""medium""}",TRUE
396,"{""upi_id"": ""ajXXX@icXXX"", ""merchant_payments"": 15, ""last_settlement"": ""2024-01-19""}",TRUE
397,"{""passport"": ""HXXXXXX3"", ""visa_pages"": 8, ""endorsement_pages"": 2}",TRUE
398,"{""name"": ""TXXX KXXX"", ""phone"": ""81XXXXXX89"", ""email"": ""taXXX@vXXXe.in""}",TRUE
399,"{""aadhar"": ""1234XXXX0123"", ""bank_seeding"": ""completed"", ""subsidy_linked"": true}",TRUE
400,"{""name"": ""NXXX SXXX"", ""address"": ""[REDACTED]"", ""ip_address"": ""[REDACTED]""}",TRUE
401,"{""phone"": ""78XXXXXX56"", ""roaming_activated"": true, ""international_plan"": ""active""}",TRUE
402,"{""upi_id"": ""naXXX@sbXXX"", ""family_account"": true, ""members_linked"": 4}",TRUE
403,"{""passport"": ""TXXXXXX1"", ""chip_technology"": ""enabled"", ""security_features"": ""enhanced""}",TRUE
404,"{""name"": ""KXXX SXXX"", ""email"": ""koXXX@iXXXt.in"", ""device_id"": ""IPHONE789""}",TRUE
405,"{""aadhar"": ""2345XXXX1234"", ""disability_flag"": false, ""senior_citizen"": false}",TRUE
406,"{""name"": ""IXXX KXXX"", ""address"": ""[REDACTED]"", ""phone"": ""69XXXXXX78""}",TRUE
407,"{""phone"": ""95XXXXXX34"", ""caller_tune"": ""enabled"", ""ringback_tone"": ""bollywood_classic""}",TRUE
408,"{""upi_id"": ""irXXX@phXXX"", ""insurance_premium"": ""auto_debit"", ""policy_linked"": true}",TRUE
409,"{""passport"": ""KXXXXXX2"", ""place_of_birth"": ""Mumbai"", ""spouse_name"": ""Sutapa Sikdar""}",TRUE
410,"{""name"": ""PXXX TXXX"", ""email"": ""paXXX@cXXXr.in"", ""ip_address"": ""[REDACTED]""}",TRUE
411,"{""aadhar"": ""3456XXXX2345"", ""rural_address"": false, ""urban_classification"": true}",TRUE
412,"{""name"": ""RXXX AXXX"", ""address"": ""[REDACTED]"", ""email"": ""raXXX@bXXX.com""}",TRUE
413,"{""phone"": ""84XXXXXX12"", ""missed_call_alert"": true, ""call_waiting"": ""enabled""}",TRUE
414,"{""upi_id"": ""raXXX@unXXX"", ""loan_emi"": ""auto_pay"", ""next_due"": ""2024-02-01""}",TRUE
415,"{""passport"": ""RXXXXXX8"", ""frequent_traveler"": true, ""miles_accumulated"": 50000}",TRUE
416,"{""name"": ""AXXX KXXX"", ""phone"": ""73XXXXXX01"", ""email"": ""ayXXX@vXXXe.in""}",TRUE
417,"{""aadhar"": ""4567XXXX3456"", ""health_id"": ""linked"", ""vaccination_status"": ""fully_vaccinated""}",TRUE
418,"{""name"": ""BXXX PXXX"", ""address"": ""[REDACTED]"", ""ip_address"": ""[REDACTED]""}",TRUE
419,"{""phone"": ""96XXXXXX34"", ""network_type"": ""4G"", ""data_usage"": ""15GB_monthly""}",TRUE
420,"{""upi_id"": ""bhXXX@koXXX"", ""savings_goal"": ""home_purchase"", ""target_amount"": 5000000}",TRUE
421,"{""passport"": ""SXXXXXX5"", ""digital_copy"": ""available"", ""qr_code"": ""generated""}",TRUE
422,"{""name"": ""RXXX RXXX"", ""email"": ""raXXX@mXXXd.in"", ""device_type"": ""Samsung""}",TRUE
423,"{""aadhar"": ""5678XXXX4567"", ""aadhaar_pay"": ""enabled"", ""micro_atm"": ""registered""}",TRUE
424,"{""name"": ""KXXX SXXX"", ""address"": ""[REDACTED]"", ""phone"": ""87XXXXXX45""}",TRUE
425,"{""phone"": ""67XXXXXX45"", ""backup_sim"": ""inactive"", ""primary_number"": true}",TRUE
426,"{""upi_id"": ""krXXX@yeXXX"", ""credit_score_check"": ""monthly"", ""current_score"": 785}",TRUE
427,"{""passport"": ""CXXXXXX2"", ""biometric_data"": ""encrypted"", ""facial_recognition"": true}",TRUE
428,"{""name"": ""KXXX AXXX"", ""email"": ""kaXXX@cXXXy.in"", ""ip_address"": ""[REDACTED]""}",TRUE
429,"{""aadhar"": ""6789XXXX5678"", ""consent_manager"": ""registered"", ""data_sharing"": ""limited""}",TRUE
430,"{""name"": ""AXXX PXXX"", ""address"": ""[REDACTED]"", ""email"": ""anXXX@gXXX.com""}",TRUE
431,"{""phone"": ""78XXXXXX56"", ""video_calling"": true, ""screen_sharing"": ""enabled""}",TRUE
432,"{""upi_id"": ""anXXX@hdXXX"", ""student_account"": true, ""education_loan"": ""linked""}",TRUE
433,"{""passport"": ""NXXXXXX9"", ""minor_passport"": false, ""guardian_details"": ""not_applicable""}",TRUE
434,"{""name"": ""TXXX SXXX"", ""phone"": ""89XXXXXX67"", ""email"": ""tiXXX@aXXXn.in""}",TRUE
435,"{""aadhar"": ""7890XXXX6789"", ""fitness_tracker"": ""linked"", ""health_records"": ""digital""}",TRUE
436,"{""name"": ""DXXX PXXX"", ""address"": ""[REDACTED]"", ""ip_address"": ""[REDACTED]""}",TRUE
437,"{""phone"": ""90XXXXXX78"", ""ai_assistant"": ""enabled"", ""voice_recognition"": true}",TRUE
438,"{""upi_id"": ""diXXX@axXXX"", ""fashion_expenses"": ""tracked"", ""budget_alert"": true}",TRUE
439,"{""passport"": ""DXXXXXX3"", ""travel_insurance"": ""comprehensive"", ""coverage"": ""worldwide""}",TRUE
440,"{""name"": ""VXXX KXXX"", ""email"": ""viXXX@iXXXe.in"", ""device_id"": ""ONEPLUS123""}",TRUE
441,"{""aadhar"": ""8901XXXX7890"", ""military_service"": ""eligible"", ""ncc_certificate"": true}",TRUE
442,"{""name"": ""KXXX AXXX"", ""address"": ""[REDACTED]"", ""phone"": ""71XXXXXX90""}",TRUE
443,"{""phone"": ""82XXXXXX90"", ""conference_call"": ""premium"", ""participants_limit"": 50}",TRUE
444,"{""upi_id"": ""kiXXX@inXXX"", ""jewelry_insurance"": ""active"", ""premium"": ""monthly""}",TRUE
445,"{""passport"": ""VXXXXXX0"", ""diplomatic_immunity"": false, ""official_travel"": ""business""}",TRUE
446,"{""name"": ""SXXX MXXX"", ""email"": ""siXXX@rXXXc.in"", ""ip_address"": ""[REDACTED]""}",TRUE
447,"{""aadhar"": ""9012XXXX8901"", ""property_registration"": ""linked"", ""stamp_duty"": ""paid""}",TRUE
448,"{""name"": ""SXXX KXXX"", ""address"": ""[REDACTED]"", ""email"": ""shXXX@mXXX.com""}",TRUE
449,"{""phone"": ""93XXXXXX12"", ""music_streaming"": ""premium"", ""offline_downloads"": 500}",TRUE
450,"{""upi_id"": ""shXXX@pnXXX"", ""concert_tickets"": ""auto_book"", ""artist_alerts"": true}",TRUE
451,"{""passport"": ""UXXXXXX4"", ""artist_visa"": ""multi_entry"", ""performance_permit"": true}",TRUE
452,"{""name"": ""VXXX SXXX"", ""phone"": ""84XXXXXX12"", ""email"": ""vaXXX@cXXXy.in""}",TRUE
453,"{""aadhar"": ""0123XXXX9012"", ""comedy_club"": ""member"", ""performance_rights"": ""registered""}",TRUE
454,"{""name"": ""JXXX KXXX"", ""address"": ""[REDACTED]"", ""ip_address"": ""[REDACTED]""}",TRUE
455,"{""phone"": ""75XXXXXX23"", ""fashion_alerts"": true, ""brand_notifications"": ""selective""}",TRUE
456,"{""upi_id"": ""jaXXX@caXXX"", ""designer_payments"": ""frequent"", ""luxury_limit"": 1000000}",TRUE
457,"{""passport"": ""FXXXXXX1"", ""fashion_week"": ""participant"", ""designer_collaboration"": true}",TRUE
458,"{""name"": ""AXXX RXXX"", ""email"": ""arXXX@iXXXe.in"", ""device_type"": ""OnePlus""}",TRUE
459,"{""aadhar"": ""1234XXXX0123"", ""medical_college"": ""alumni"", ""practicing_license"": ""valid""}",TRUE
460,"{""name"": ""RXXX MXXX"", ""address"": ""[REDACTED]"", ""phone"": ""96XXXXXX34""}",TRUE
461,"{""phone"": ""68XXXXXX56"", ""regional_content"": ""Telugu"", ""dubbing_preference"": ""original""}",TRUE
462,"{""upi_id"": ""raXXX@sbXXX"", ""south_cinema"": ""promotions"", ""fan_engagement"": ""high""}",TRUE
463,"{""passport"": ""GXXXXXX2"", ""regional_cinema"": ""ambassador"", ""cultural_exchange"": true}",TRUE
464,"{""name"": ""AXXX AXXX"", ""email"": ""alXXX@sXXXh.in"", ""ip_address"": ""[REDACTED]""}",TRUE
465,"{""aadhar"": ""2345XXXX1234"", ""dance_academy"": ""owner"", ""choreography_rights"": ""exclusive""}",TRUE
466,"{""name"": ""SXXX AXXX"", ""address"": ""[REDACTED]"", ""email"": ""saXXX@vXXXe.in""}",TRUE
467,"{""phone"": ""89XXXXXX67"", ""charity_work"": ""active"", ""foundation_calls"": ""priority""}",TRUE
468,"{""upi_id"": ""saXXX@hdXXX"", ""donation_auto"": ""monthly"", ""cause"": ""women_empowerment""}",TRUE
469,"{""passport"": ""IXXXXXX5"", ""humanitarian_visa"": ""active"", ""ngo_collaboration"": true}",TRUE
470,"{""name"": ""RXXX CXXX"", ""phone"": ""72XXXXXX90"", ""email"": ""raXXX@mXXXr.in""}",TRUE
471,"{""aadhar"": ""3456XXXX2345"", ""horse_racing"": ""license"", ""stable_owner"": true}",TRUE
472,"{""name"": ""JXXX NXXX"", ""address"": ""[REDACTED]"", ""ip_address"": ""[REDACTED]""}",TRUE
473,"{""phone"": ""83XXXXXX01"", ""political_updates"": ""subscribed"", ""rally_notifications"": true}",TRUE
474,"{""upi_id"": ""ntXXX@anXXX"", ""political_donations"": ""transparent"", ""party_fund"": ""contributor""}",TRUE
475,"{""passport"": ""JXXXXXX6"", ""political_visa"": ""diplomatic"", ""state_visits"": ""official""}",TRUE
476,"{""name"": ""MXXX BXXX"", ""email"": ""maXXX@sXXXr.in"", ""device_id"": ""PRINCE123""}",TRUE
477,"{""aadhar"": ""4567XXXX3456"", ""production_house"": ""owner"", ""film_financing"": ""independent""}",TRUE
478,"{""name"": ""PXXX RXXX"", ""address"": ""[REDACTED]"", ""phone"": ""94XXXXXX12""}",TRUE
479,"{""phone"": ""76XXXXXX34"", ""pan_india"": ""stardom"", ""multilingual_alerts"": true}",TRUE
480,"{""upi_id"": ""prXXX@feXXX"", ""movie_budget"": ""international"", ""currency"": ""multi""}",TRUE
481,"{""passport"": ""BXXXXXX9"", ""international_filming"": ""permitted"", ""visa_facilitation"": true}",TRUE
482,"{""name"": ""RXXX DXXX"", ""email"": ""raXXX@vXXXe.in"", ""ip_address"": ""[REDACTED]""}",TRUE
483,"{""aadhar"": ""5678XXXX4567"", ""visual_effects"": ""studio_owner"", ""technology_innovator"": true}",TRUE
484,"{""name"": ""AXXX SXXX"", ""address"": ""[REDACTED]"", ""email"": ""anXXX@bXXXi.in""}",TRUE
485,"{""phone"": ""85XXXXXX23"", ""fitness_regime"": ""strict"", ""trainer_calls"": ""daily""}",TRUE
486,"{""upi_id"": ""anXXX@kaXXX"", ""fitness_equipment"": ""premium"", ""health_monitoring"": ""advanced""}",TRUE
487,"{""passport"": ""EXXXXXX0"", ""fitness_travel"": ""wellness"", ""spa_treatments"": ""international""}",TRUE
488,"{""name"": ""TXXX BXXX"", ""phone"": ""97XXXXXX45"", ""email"": ""taXXX@gXXXs.in""}",TRUE
489,"{""aadhar"": ""6789XXXX5678"", ""brand_ambassador"": ""multiple"", ""endorsement_value"": ""premium""}",TRUE
490,"{""name"": ""KXXX AXXX"", ""address"": ""[REDACTED]"", ""ip_address"": ""[REDACTED]""}",TRUE
491,"{""phone"": ""61XXXXXX89"", ""punjabi_connection"": ""cultural"", ""regional_films"": ""multilingual""}",TRUE
492,"{""upi_id"": ""kaXXX@puXXX"", ""cultural_events"": ""sponsor"", ""heritage_preservation"": ""donor""}",TRUE
493,"{""passport"": ""LXXXXXX3"", ""cultural_ambassador"": ""official"", ""international_events"": ""participant""}",TRUE
494,"{""name"": ""Rakul Preet Singh"", ""email"": ""raXXX@fXXXs.in"", ""device_type"": ""iPhone_Pro""}",TRUE
495,"{""aadhar"": ""7890XXXX6789"", ""fitness_influencer"": ""certified"", ""wellness_brand"": ""founder""}",TRUE
496,"{""name"": ""PXXX HXXX"", ""address"": ""[REDACTED]"", ""phone"": ""82XXXXXX90""}",TRUE
497,"{""phone"": ""78XXXXXX56"", ""dance_choreography"": ""skilled"", ""performance_rights"": ""exclusive""}",TRUE
498,"{""upi_id"": ""poXXX@maXXX"", ""dance_academy"": ""investment"", ""cultural_promotion"": ""active""}",TRUE
499,"{""passport"": ""MXXXXXX4"", ""dance_festivals"": ""judge"", ""international_recognition"": true}",TRUE
500,"{""name"": ""RXXX CXXX"", ""email"": ""reXXX@mXXXl.in"", ""ip_address"": ""[REDACTED]""}",TRUE
